상호명,지점명,상권업종소분류명,표준산업분류명,행정동명,법정동명,지번주소,도로명주소,경도,위도
지유명차연희점,,카페,기타 비알코올 음료점업,연희동,연희동,서울특별시 서대문구 연희동 132-27,서울특별시 서대문구 연희로15길 27,126.930420063053,37.5685807653018
알키미스타,,카페,커피 전문점,북가좌2동,북가좌동,서울특별시 서대문구 북가좌동 346-13,서울특별시 서대문구 거북골로24길 27-8,126.907827157109,37.5808802709549
커피아일리시,,카페,커피 전문점,중곡2동,중곡동,서울특별시 광진구 중곡동 38-2,서울특별시 광진구 용마산로21길 64,127.08484742038,37.5620217504509
빌라커피,,카페,서양식 음식점업,용산2가동,용산동2가,서울특별시 용산구 용산동2가 1-85,서울특별시 용산구 신흥로 101-9,126.984886952147,37.5447064796788
에슬로우목동,,카페,커피 전문점,목4동,목동,서울특별시 양천구 목동 736-9,서울특별시 양천구 목동중앙남로 32,126.867115631609,37.5366972893502
꼬숨커피,,카페,커피 전문점,사당1동,사당동,서울특별시 동작구 사당동 1029-24,서울특별시 동작구 동작대로7길 18,126.980519419247,37.4798022839032
슈가버터,,카페,커피 전문점,상봉1동,상봉동,서울특별시 중랑구 상봉동 49-11,서울특별시 중랑구 송림길 5,127.095160134727,37.5993505348408
메가엠지씨커피문래에이스하이테크점,,카페,커피 전문점,문래동,문래동3가,서울특별시 영등포구 문래동3가 55-20,서울특별시 영등포구 경인로 775,126.897525378821,37.5147384071488
티안,,카페,커피 전문점,서초1동,서초동,서울특별시 서초구 서초동 1629-20,서울특별시 서초구 서리풀길 21,127.020412374658,37.4881862095592
코피티암ToGo,,카페,커피 전문점,종로1.2.3.4가동,중학동,서울특별시 종로구 중학동 19,서울특별시 종로구 종로1길 50,126.979000463815,37.5747145060703
소티프커피,,카페,커피 전문점,가락본동,가락동,서울특별시 송파구 가락동 29-16,서울특별시 송파구 오금로36길 42,127.123171576777,37.5003379278344
카페비비드,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 396-10,서울특별시 마포구 독막로3길 28-18,126.917879132774,37.5496978529131
키레네도시21C,,카페,커피 전문점,연남동,연남동,서울특별시 마포구 연남동 487-397,서울특별시 마포구 월드컵북로 48-3,126.917983507821,37.5589164358833
난만,,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 662-12,서울특별시 강남구 테헤란로39길 50,127.040576443826,37.5056880036095
세미기업지점,,카페,커피 전문점,서초1동,서초동,서울특별시 서초구 서초동 1605-9,서울특별시 서초구 효령로 341,127.021303314905,37.4866347661123
커피베이숭인동점,,카페,커피 전문점,숭인2동,숭인동,서울특별시 종로구 숭인동 1057,서울특별시 종로구 숭인동길 10,127.021659281112,37.5754361758715
리모트remote,,카페,커피 전문점,목3동,목동,서울특별시 양천구 목동 717-14,서울특별시 양천구 목동중앙본로7길 34,126.866788487208,37.5396225208989
장수커피,,카페,커피 전문점,등촌2동,등촌동,서울특별시 강서구 등촌동 506-25,서울특별시 강서구 등촌로55길 18,126.862841785739,37.5506402876977
장미커피숍,,카페,커피 전문점,수유2동,수유동,서울특별시 강북구 수유동 334-35,서울특별시 강북구 삼양로 442-1,127.016478514733,37.6430610642714
블랙라인커피,,카페,커피 전문점,상계2동,상계동,서울특별시 노원구 상계동 603-14,서울특별시 노원구 상계로1길 8,127.061749514425,37.6563596398002
요거멜로우,,카페,기타 비알코올 음료점업,망원1동,망원동,서울특별시 마포구 망원동 57-275,서울특별시 마포구 월드컵로17길 9,126.908676933303,37.5567854209195
드럭스토어커피,,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 650-18,서울특별시 강남구 논현로 564,127.034630267575,37.5063243590551
룸피니,,카페,커피 전문점,미아동,미아동,서울특별시 강북구 미아동 217-2,서울특별시 강북구 솔매로45길 99,127.023602561714,37.6303255551446
합정지튼,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 385-16,서울특별시 마포구 양화로11길 42,126.914445028547,37.5523874673655
메가엠지씨커피동대문종합,,카페,커피 전문점,종로5.6가동,종로6가,서울특별시 종로구 종로6가 298-2,서울특별시 종로구 종로 266,127.007310641055,37.5706940376659
블루제이,,카페,커피 전문점,왕십리2동,하왕십리동,서울특별시 성동구 하왕십리동 972-33,서울특별시 성동구 무학봉15길 20,127.030878069243,37.5629336336515
가비엔누리코람코점,,카페,커피 전문점,삼성2동,삼성동,서울특별시 강남구 삼성동 144-17,서울특별시 강남구 삼성로 511,127.055560619686,37.5076559226081
카페온어스,,카페,커피 전문점,잠실3동,잠실동,서울특별시 송파구 잠실동 35-2,서울특별시 송파구 석촌호수로 61,127.086198430525,37.5106901919158
필드카페,,카페,커피 전문점,문정2동,문정동,서울특별시 송파구 문정동 642-3,서울특별시 송파구 법원로 128,127.12046854644,37.4868379457149
라운드브릭,,카페,커피 전문점,광장동,광장동,서울특별시 광진구 광장동 287-1,서울특별시 광진구 광장로 67,127.104579410331,37.5475850231299
빽다방관악,,카페,커피 전문점,청룡동,봉천동,서울특별시 관악구 봉천동 864-1,서울특별시 관악구 관악로 155,126.952070038662,37.4791569138043
크레이지빙수,,카페,기타 비알코올 음료점업,상봉2동,상봉동,서울특별시 중랑구 상봉동 130-23,서울특별시 중랑구 중랑천로10길 55,127.076027380723,37.5924624917719
카페에스프레소,,카페,커피 전문점,반포1동,반포동,서울특별시 서초구 반포동 739,서울특별시 서초구 사평대로53길 22,127.021623945997,37.5053973881743
공차보라매공원점,,카페,기타 비알코올 음료점업,신대방2동,신대방동,서울특별시 동작구 신대방동 498-5,서울특별시 동작구 여의대방로 88,126.916528609316,37.4967671978086
매머드익스프레스타임스퀘어시티점,,카페,커피 전문점,영등포동,영등포동4가,서울특별시 영등포구 영등포동4가 443,서울특별시 영등포구 문래로 180,126.901968904623,37.517960483159
호중정원,,카페,커피 전문점,삼청동,소격동,서울특별시 종로구 소격동 17-1,서울특별시 종로구 삼청로2길 3-8,126.9811761017,37.5812117806722
딩동딩동카페,,카페,커피 전문점,남영동,동자동,서울특별시 용산구 동자동 43-232,서울특별시 용산구 청파로 378,126.970466097946,37.549104864524
맥다방,,카페,기타 비알코올 음료점업,신당동,신당동,서울특별시 중구 신당동 773,서울특별시 중구 마장로 3,127.01054049287,37.5687118265898
포레드뮤,,카페,커피 전문점,왕십리2동,하왕십리동,서울특별시 성동구 하왕십리동 966-8,서울특별시 성동구 무학봉길 93-1,127.032027703633,37.5624384793734
세인트폴,,카페,커피 전문점,가락2동,가락동,서울특별시 송파구 가락동 127-25,서울특별시 송파구 송이로27길 5-10,127.12535286949,37.4936772303549
슬릿,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 364-29,서울특별시 마포구 와우산로21길 21-12,126.922283152627,37.5519366698522
망티커피문정,,카페,커피 전문점,문정2동,문정동,서울특별시 송파구 문정동 644,서울특별시 송파구 법원로11길 11,127.11842366968,37.484759270549
드림카페,,카페,커피 전문점,을지로동,저동2가,서울특별시 중구 저동2가 84-10,서울특별시 중구 마른내로 11-4,126.989275583225,37.5649725641405
빈티지카페,,카페,커피 전문점,장안2동,장안동,서울특별시 동대문구 장안동 139-23,서울특별시 동대문구 답십리로 239-17,127.067181622312,37.573570079363
샌드볼,,카페,커피 전문점,청운효자동,옥인동,서울특별시 종로구 옥인동 43-2,서울특별시 종로구 필운대로 64,126.968341207708,37.5817400395735
베브릿지고려대점,,카페,커피 전문점,안암동,안암동5가,서울특별시 성북구 안암동5가 15-33,서울특별시 성북구 고려대로27길 19,127.029657509047,37.5872157494631
신월동,,카페,커피 전문점,신월5동,신월동,서울특별시 양천구 신월동 16-2,서울특별시 양천구 남부순환로27길 16,126.827295528214,37.5404893443772
까페디로마,,카페,커피 전문점,서초3동,서초동,서울특별시 서초구 서초동 1476-11,서울특별시 서초구 반포대로7길 31,127.010317073636,37.4819929126167
세드라,,카페,커피 전문점,대치4동,대치동,서울특별시 강남구 대치동 900-16,서울특별시 강남구 역삼로67길 15,127.052788615984,37.5023535390625
매스커피,,카페,커피 전문점,압구정동,신사동,서울특별시 강남구 신사동 620-1,서울특별시 강남구 압구정로36길 12,127.031334818794,37.5276433169538
용마커피&바,,카페,커피 전문점,낙성대동,봉천동,서울특별시 관악구 봉천동 1611-21,서울특별시 관악구 관악로14길 45,126.955003295343,37.4788044517469
카페모닝듀,,카페,커피 전문점,신원동,신림동,서울특별시 관악구 신림동 1635-83,서울특별시 관악구 문성로 221,126.928468985877,37.479485857179
메모아르,,카페,커피 전문점,회기동,회기동,서울특별시 동대문구 회기동 45-105,서울특별시 동대문구 회기로 156,127.053354420874,37.590922248165
컷팅엣지+,,카페,커피 전문점,대림2동,대림동,서울특별시 영등포구 대림동 992-22,서울특별시 영등포구 도림천로21길 23,126.902368243336,37.4875989728703
이디야커피건대스타시티점,,카페,커피 전문점,자양3동,자양동,서울특별시 광진구 자양동 227-7,서울특별시 광진구 아차산로 262,127.072944230258,37.5369968145663
봉구커피,,카페,커피 전문점,종로1.2.3.4가동,경운동,서울특별시 종로구 경운동 89-4,서울특별시 종로구 삼일대로 461,126.985848842339,37.5756024973128
매머드익스프레스목동41,,카페,커피 전문점,목1동,목동,서울특별시 양천구 목동 917-9,서울특별시 양천구 목동동로 293,126.875752563272,37.5281659049786
메가엠지씨커피신림,,카페,커피 전문점,독산3동,독산동,서울특별시 금천구 독산동 901-9,서울특별시 금천구 남부순환로 1432,126.909706909734,37.4805936975997
쿠크봉,,아이스크림/빙수,커피 전문점,도화동,도화동,서울특별시 마포구 도화동 6-51,서울특별시 마포구 도화길 26,126.948937891626,37.5404814307602
카페인루,,카페,커피 전문점,쌍문3동,쌍문동,서울특별시 도봉구 쌍문동 123-74,서울특별시 도봉구 도봉로109길 46,127.030816593405,37.6471082316972
컴포즈커피자양신양초교점,,카페,커피 전문점,자양3동,자양동,서울특별시 광진구 자양동 507-4,서울특별시 광진구 뚝섬로 533,127.069515821743,37.5351677455772
우리모두협동조합,,카페,커피 전문점,창신1동,창신동,서울특별시 종로구 창신동 390-5,서울특별시 종로구 종로54길 29-3,127.014278391688,37.5711128407721
티엔티에프,,카페,커피 전문점,자양3동,자양동,서울특별시 광진구 자양동 589-20,서울특별시 광진구 자양강변길 277,127.073834441361,37.5299755861824
포도나무키친강남8호지점,,카페,커피 전문점,논현2동,논현동,서울특별시 강남구 논현동 231-6,서울특별시 강남구 언주로113길 10,127.036466972584,37.5095020561602
이도카페W몰점,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 60-27,서울특별시 금천구 디지털로 188,126.887662548608,37.4773156374838
우지커피,,카페,커피 전문점,창5동,창동,서울특별시 도봉구 창동 256-2,서울특별시 도봉구 노해로63다길 21,127.046131327785,37.6537745600753
헤이듀,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 50-3,서울특별시 금천구 벚꽃로 298,126.883859005074,37.4814335948223
달달스콘,,카페,커피 전문점,신사동,신림동,서울특별시 관악구 신림동 503-4,서울특별시 관악구 조원로 129,126.916623047613,37.4855319952588
뽀또,,카페,커피 전문점,서초4동,서초동,서울특별시 서초구 서초동 1302-1,서울특별시 서초구 서운로 226,127.021722485111,37.5030464537681
까페랑솜,,카페,커피 전문점,혜화동,명륜4가,서울특별시 종로구 명륜4가 83-1,서울특별시 종로구 대학로11길 22,127.000419666581,37.5823223997453
카페구교리,,카페,커피 전문점,둔촌2동,둔촌동,서울특별시 강동구 둔촌동 490-17,서울특별시 강동구 풍성로61길 44,127.138216715242,37.5305530519013
오일오,,카페,커피 전문점,둔촌2동,둔촌동,서울특별시 강동구 둔촌동 489-8,서울특별시 강동구 양재대로 1390,127.137590534204,37.5299087299954
헤일리스커피,,카페,커피 전문점,양재2동,양재동,서울특별시 서초구 양재동 275-4,서울특별시 서초구 마방로10길 15,127.043872896626,37.4768989193639
매머드익스프레스제일,,카페,커피 전문점,반포1동,반포동,서울특별시 서초구 반포동 745-6,서울특별시 서초구 주흥길 3,127.020785749476,37.5037595354269
노원어르신행복,,카페,커피 전문점,상계6.7동,상계동,서울특별시 노원구 상계동 731-5,서울특별시 노원구 동일로 1405,127.06016081453,37.653824097788
"어느,멋진날에",,카페,커피 전문점,개포4동,개포동,서울특별시 강남구 개포동 1200-5,서울특별시 강남구 논현로12길 33,127.050174187189,37.4757062796752
카페보보,,카페,커피 전문점,상계2동,상계동,서울특별시 노원구 상계동 389-237,서울특별시 노원구 상계로9가길 26,127.067396050133,37.6588732498306
카페인중독대방점,,카페,커피 전문점,대방동,대방동,서울특별시 동작구 대방동 380-111,서울특별시 동작구 대방동27길 36,126.92407488337,37.5036390769384
라온순간,,카페,커피 전문점,양평2동,양평동4가,서울특별시 영등포구 양평동4가 85-2,서울특별시 영등포구 양평로19길 8,126.894623549966,37.5366155957298
모모랑라이더카페,,카페,커피 전문점,중곡1동,중곡동,서울특별시 광진구 중곡동 610-9,서울특별시 광진구 동일로 341,127.074575894515,37.5615272023589
서점리스본포르투,,카페,커피 전문점,연남동,연남동,서울특별시 마포구 연남동 375-117,서울특별시 마포구 성미산로23길 60,126.92005309296,37.5660896243758
라프레아,,카페,커피 전문점,시흥1동,시흥동,서울특별시 금천구 시흥동 992-20,서울특별시 금천구 시흥대로57길 5,126.900405463738,37.4525479018383
빈스빈스상암첨단산업,,카페,커피 전문점,상암동,상암동,서울특별시 마포구 상암동 1580,서울특별시 마포구 성암로 330,126.885427048682,37.5850679194753
카페이유,,카페,기타 비알코올 음료점업,신월1동,신월동,서울특별시 양천구 신월동 90-1,서울특별시 양천구 가로공원로 162,126.834057383147,37.5364385788771
모코커피창고,,카페,커피 전문점,상도1동,상도1동,서울특별시 동작구 상도1동 366-4,서울특별시 동작구 상도로37길 31,126.950362291179,37.5010102564342
브라운시티,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 360-3,서울특별시 마포구 와우산로 88-1,126.923920970136,37.552158847247
카페베이텔,,카페,커피 전문점,서초3동,서초동,서울특별시 서초구 서초동 1538-1,서울특별시 서초구 서초대로40길 77,127.008686069214,37.4881965239076
범고래,,카페,커피 전문점,아현동,공덕동,서울특별시 마포구 공덕동 479,서울특별시 마포구 백범로31길 7,126.948679005411,37.5452186111812
포네커피하우스,,카페,커피 전문점,우이동,수유동,서울특별시 강북구 수유동 281-50,서울특별시 강북구 419로1길 40,127.01385180676,37.6463279047776
드디어커피원남점,,카페,커피 전문점,종로1.2.3.4가동,원남동,서울특별시 종로구 원남동 96-9,서울특별시 종로구 창경궁로 150,126.997565550432,37.5756395030461
화이트웨일,,카페,기타 비알코올 음료점업,방이2동,방이동,서울특별시 송파구 방이동 115,서울특별시 송파구 가락로33길 29,127.114205838355,37.5096690940372
아리스타충무로점,,카페,커피 전문점,명동,충무로2가,서울특별시 중구 충무로2가 49-4,서울특별시 중구 수표로 15-1,126.990189646045,37.5626647063857
팔백이십삼미터,,카페,커피 전문점,갈현2동,갈현동,서울특별시 은평구 갈현동 453-22,서울특별시 은평구 연서로29길 21-9,126.917987803192,37.6188442215228
카페루407,,카페,커피 전문점,구로5동,구로동,서울특별시 구로구 구로동 40-7,서울특별시 구로구 공원로8길 37,126.891206753446,37.5037225709364
더콩24무인카페화곡동점,,카페,커피 전문점,화곡본동,화곡동,서울특별시 강서구 화곡동 24-92,서울특별시 강서구 화곡로 238,126.8454821305,37.546191905272
복래로커피,,카페,커피 전문점,망원1동,망원동,서울특별시 마포구 망원동 485-23,서울특별시 마포구 월드컵로23길 18,126.907789774002,37.5570835699284
약속,,카페,기타 비알코올 음료점업,신월5동,신월동,서울특별시 양천구 신월동 60-33,서울특별시 양천구 화곡로 96,126.832416574577,37.5393507279411
옥이커피,,카페,커피 전문점,대림3동,대림동,서울특별시 영등포구 대림동 665-13,서울특별시 영등포구 대림로40길 10,126.898232450184,37.5012653857692
고망고,,카페,기타 비알코올 음료점업,가양1동,마곡동,서울특별시 강서구 마곡동 796-6,서울특별시 강서구 마곡중앙6로 65,126.834702542506,37.560412423756
쎄이썸띵,,카페,커피 전문점,사직동,통의동,서울특별시 종로구 통의동 91-50,서울특별시 종로구 자하문로10길 10-12,126.972009904985,37.5792401276229
델리카시스,,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 826-35,서울특별시 강남구 테헤란로4길 38,127.030397807462,37.4960086563327
그루나루이피,,카페,커피 전문점,응암2동,응암동,서울특별시 은평구 응암동 239-15,서울특별시 은평구 응암로22길 29-1,126.921491860444,37.5934762278866
카페게이트,,카페,커피 전문점,신정1동,신정동,서울특별시 양천구 신정동 1028-5,서울특별시 양천구 신월로 322,126.856702517982,37.5213513718983
커피폴리,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 378-19,서울특별시 마포구 양화로11길 14,126.915943813993,37.5520498328628
이디야송파풍납점,,카페,커피 전문점,풍납2동,풍납동,서울특별시 송파구 풍납동 399-11,서울특별시 송파구 강동대로9길 17-1,127.116522414418,37.5280860473762
인더스토리키즈스타,,카페,기타 비알코올 음료점업,문정2동,문정동,서울특별시 송파구 문정동 516,서울특별시 송파구 충민로 66,127.124940952848,37.477608217824
투썸플레이스구로디지털역깔깔,,카페,커피 전문점,구로3동,구로동,서울특별시 구로구 구로동 1124-1,서울특별시 구로구 디지털로32길 97-39,126.901320640271,37.4842373379313
라치몬트,,카페,커피 전문점,낙성대동,봉천동,서울특별시 관악구 봉천동 1662-37,서울특별시 관악구 낙성대로 4,126.959376618826,37.4781492403273
카페Oct.25,,카페,커피 전문점,사근동,사근동,서울특별시 성동구 사근동 210-2,서울특별시 성동구 사근동길 53,127.046794944977,37.5609817987378
소하갤러리카페,,카페,커피 전문점,후암동,후암동,서울특별시 용산구 후암동 254-103,서울특별시 용산구 후암로4길 30,126.979659617129,37.5471392978949
공차방이역점,,카페,기타 비알코올 음료점업,오금동,오금동,서울특별시 송파구 오금동 17-6,서울특별시 송파구 마천로5길 6,127.126826918758,37.5088800273924
카페아에,,카페,커피 전문점,행운동,봉천동,서울특별시 관악구 봉천동 851-3,서울특별시 관악구 관악로 204,126.954278423537,37.4829518899398
봄날,,카페,커피 전문점,사당2동,사당동,서울특별시 동작구 사당동 89-52,서울특별시 동작구 동작대로29가길 18,126.98155147538,37.4887316186857
카페무수,,카페,커피 전문점,신정4동,신정동,서울특별시 양천구 신정동 968-12,서울특별시 양천구 중앙로46길 21,126.854481040589,37.5223660399255
메가엠지씨커피마포,,카페,커피 전문점,성산2동,성산동,서울특별시 마포구 성산동 592-8,서울특별시 마포구 모래내로1길 9,126.90363913867,37.5645957866941
몬스터케이브,,카페,커피 전문점,서교동,동교동,서울특별시 마포구 동교동 176-6,서울특별시 마포구 신촌로4길 22-8,126.927912129663,37.5571688927685
메가엠지씨커피해군회관,,카페,커피 전문점,신길7동,신길동,서울특별시 영등포구 신길동 699,서울특별시 영등포구 여의대방로 189,126.921526702725,37.5038771426757
"윤,카페",,카페,커피 전문점,수유1동,수유동,서울특별시 강북구 수유동 54-1,서울특별시 강북구 도봉로71길 17,127.023047020494,37.6312219915467
카페봄,,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 700-31,서울특별시 강남구 테헤란로43길 19,127.043700745407,37.5045960301334
할루카연구소,,카페,커피 전문점,양재1동,양재동,서울특별시 서초구 양재동 120-10,서울특별시 서초구 양재천로11길 12,127.036488992702,37.4752170304345
더카페,,카페,커피 전문점,대조동,대조동,서울특별시 은평구 대조동 240,서울특별시 은평구 불광로 20,126.928924992752,37.6097264623916
인솔커피상수점,,카페,커피 전문점,서강동,상수동,서울특별시 마포구 상수동 330-17,서울특별시 마포구 독막로18길 16,126.923529582478,37.5471094562335
브루원츠커피서울가산,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 345-33,서울특별시 금천구 가산디지털2로 67,126.881072252174,37.4742078681432
매머드커피상암이안점,,카페,커피 전문점,상암동,상암동,서울특별시 마포구 상암동 1653,서울특별시 마포구 월드컵북로 361,126.891103924072,37.5771382394952
삼춘네커피집,,카페,커피 전문점,쌍문3동,쌍문동,서울특별시 도봉구 쌍문동 315-78,서울특별시 도봉구 노해로 178,127.028353104204,37.6500613752246
카페다스티,,카페,커피 전문점,명동,남산동2가,서울특별시 중구 남산동2가 30-1,서울특별시 중구 퇴계로20길 18,126.985717124557,37.5594366749659
주노스카페,,카페,커피 전문점,쌍문2동,쌍문동,서울특별시 도봉구 쌍문동 45-6,서울특별시 도봉구 해등로 180,127.036843518529,37.65776274727
후엘고,,카페,커피 전문점,염리동,염리동,서울특별시 마포구 염리동 128-7,서울특별시 마포구 마포대로11길 118,126.947867088728,37.5490408082701
목동신트리점이디야커피,,카페,커피 전문점,신정3동,신정동,서울특별시 양천구 신정동 1267,서울특별시 양천구 신정로 312,126.855491121621,37.5132663268317
빽다방중곡,,카페,커피 전문점,중곡3동,중곡동,서울특별시 광진구 중곡동 192-5,서울특별시 광진구 면목로 145,127.081295529165,37.5664453464839
이디야커피,,카페,커피 전문점,신내1동,신내동,서울특별시 중랑구 신내동 613-10,서울특별시 중랑구 봉화산로 215,127.096520639356,37.6076505623627
솔라시도커피,,카페,커피 전문점,구의2동,구의동,서울특별시 광진구 구의동 48-6,서울특별시 광진구 자양로50길 6,127.092588295275,37.5518635840273
바리오,,카페,커피 전문점,방배1동,방배동,서울특별시 서초구 방배동 932-27,서울특별시 서초구 서초대로16길 57,126.991956761225,37.4843696525875
플라워카페20온스,,카페,커피 전문점,목2동,목동,서울특별시 양천구 목동 526-47,서울특별시 양천구 목동중앙북로16가길 3,126.874008782009,37.5448184931139
"커피,온수서현대벤처빌점",,카페,커피 전문점,수서동,수서동,서울특별시 강남구 수서동 713,서울특별시 강남구 밤고개로1길 10,127.101830759377,37.4880132769347
레가,,카페,커피 전문점,한강로동,한강로2가,서울특별시 용산구 한강로2가 71,서울특별시 용산구 한강대로40길 43,126.971665043963,37.5302023786185
아띠랑,,카페,커피 전문점,중곡1동,중곡동,서울특별시 광진구 중곡동 163-26,서울특별시 광진구 긴고랑로14길 25,127.081120033522,37.5613800856089
닥터다이어리,,카페,커피 전문점,대치4동,대치동,서울특별시 강남구 대치동 890-8,서울특별시 강남구 테헤란로 416,127.051895764815,37.5049864703978
죠스테이블,,카페,기타 비알코올 음료점업,서강동,상수동,서울특별시 마포구 상수동 89-1,서울특별시 마포구 와우산로 56,126.9233829992,37.549432803129
카사데콩,,카페,커피 전문점,중화1동,중화동,서울특별시 중랑구 중화동 282-12,서울특별시 중랑구 동일로140길 15,127.079946062858,37.6043598488186
커피락펍,,카페,커피 전문점,소공동,남대문로4가,서울특별시 중구 남대문로4가 20-10,서울특별시 중구 남대문로 2,126.976223591675,37.5600665576162
노우즈,,카페,커피 전문점,종로1.2.3.4가동,관철동,서울특별시 종로구 관철동 45-2,서울특별시 종로구 종로8길 5,126.984071609173,37.5697574804389
코너50,,카페,커피 전문점,공덕동,공덕동,서울특별시 마포구 공덕동 117-5,서울특별시 마포구 만리재옛길 50,126.957158740312,37.5481951650493
과일에반하다.푸르타목동,,카페,기타 비알코올 음료점업,신정3동,신정동,서울특별시 양천구 신정동 1326,서울특별시 양천구 중앙로43길 14,126.851320869,37.5204071233706
카이노스,,카페,커피 전문점,논현1동,논현동,서울특별시 강남구 논현동 55-3,서울특별시 강남구 학동로 121,127.024294611766,37.5122404520603
킹스빈커피,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 345-90,서울특별시 금천구 가산디지털2로 53,126.881124967202,37.4729469004299
빽다방월드점,,카페,커피 전문점,서초4동,서초동,서울특별시 서초구 서초동 1308-10,서울특별시 서초구 서초대로77길 37,127.025085764296,37.5009838132703
보일스커피,,카페,커피 전문점,회현동,봉래동2가,서울특별시 중구 봉래동2가 122,서울특별시 중구 청파로 426,126.969491243056,37.5574400165377
이디야동평화점,,카페,커피 전문점,신당동,신당동,서울특별시 중구 신당동 217-92,서울특별시 중구 청계천로 318,127.013758243194,37.569351461721
메가엠지씨커피가재울뉴타운점,,카페,커피 전문점,남가좌1동,남가좌동,서울특별시 서대문구 남가좌동 385,서울특별시 서대문구 가재울미래로 2,126.917872395498,37.5744222627199
로찌커피,,카페,커피 전문점,논현1동,논현동,서울특별시 강남구 논현동 143-1,서울특별시 강남구 강남대로128길 4,127.022620019904,37.5096766273279
컴포즈커피방화역점,,카페,커피 전문점,방화3동,방화동,서울특별시 강서구 방화동 829-4,서울특별시 강서구 금낭화로 135,126.812417772585,37.5774360350903
시드누아,,카페,커피 전문점,중곡4동,중곡동,서울특별시 광진구 중곡동 111-2,서울특별시 광진구 천호대로127길 44,127.091063782419,37.5543838120319
르뽀디저트플레이스,,카페,기타 비알코올 음료점업,잠실본동,잠실동,서울특별시 송파구 잠실동 213-43,서울특별시 송파구 삼전로13길 54-1,127.084254043597,37.5078187817663
스페이스살림트립티,,카페,커피 전문점,대방동,대방동,서울특별시 동작구 대방동 340-3,서울특별시 동작구 노량진로 10,126.927252313304,37.5123810940362
컬렉션,,카페,커피 전문점,신사동,신사동,서울특별시 강남구 신사동 534,서울특별시 강남구 압구정로10길 33,127.02218364286,37.521449767734
안스허니카페,,카페,커피 전문점,영등포동,영등포동7가,서울특별시 영등포구 영등포동7가 94-53,서울특별시 영등포구 국회대로 675,126.9090213694,37.5253873596144
빽다방망원,,카페,커피 전문점,망원1동,망원동,서울특별시 마포구 망원동 375-8,서울특별시 마포구 월드컵로13길 34,126.908240834692,37.5556460815286
커피린,,카페,커피 전문점,응암1동,응암동,서울특별시 은평구 응암동 111-61,서울특별시 은평구 은평로 88,126.917671135463,37.5992709325727
코다,,카페,기타 비알코올 음료점업,화곡4동,화곡동,서울특별시 강서구 화곡동 814-3,서울특별시 강서구 등촌로13길 59,126.860223703718,37.5360272736316
카페파라곤,,카페,기타 비알코올 음료점업,목1동,목동,서울특별시 양천구 목동 917,서울특별시 양천구 목동서로 155,126.875057684574,37.5299883971398
슬로미,,카페,커피 전문점,동선동,돈암동,서울특별시 성북구 돈암동 80-9,서울특별시 성북구 동소문로32길 7-3,127.021890136708,37.5967297027371
컴포즈커피구로항동점,,카페,커피 전문점,항동,항동,서울특별시 구로구 항동 121-1,서울특별시 구로구 서해안로 2096,126.822874938197,37.4797514654673
레어그루브,,카페,커피 전문점,영등포본동,신길동,서울특별시 영등포구 신길동 51-3,서울특별시 영등포구 영등포로62길 2,126.917269691486,37.5151463177943
리버웨이,,카페,커피 전문점,합정동,합정동,서울특별시 마포구 합정동 410-17,서울특별시 마포구 양화로6길 92,126.919168323141,37.5481959146038
AW커피,,카페,커피 전문점,잠실3동,잠실동,서울특별시 송파구 잠실동 27-2,서울특별시 송파구 잠실로 15,127.093427242106,37.5162243234116
다알리아,,카페,커피 전문점,구산동,구산동,서울특별시 은평구 구산동 321-83,서울특별시 은평구 서오릉로21길 5-7,126.908142959634,37.615059317971
5스타커피,,카페,커피 전문점,망우본동,망우동,서울특별시 중랑구 망우동 213-15,서울특별시 중랑구 송림길 126,127.105809959525,37.6055858384586
매머드익스프레스강남효성해링턴점,,카페,커피 전문점,서초2동,서초동,서울특별시 서초구 서초동 1337-6,서울특별시 서초구 강남대로51길 10,127.029260639834,37.4912507524576
셀렉토커피,,카페,커피 전문점,등촌2동,등촌동,서울특별시 강서구 등촌동 514-9,서울특별시 강서구 등촌로39길 19,126.861096223748,37.5456137073339
펠어커피잠실본동,,카페,커피 전문점,잠실본동,잠실동,서울특별시 송파구 잠실동 228-7,서울특별시 송파구 올림픽로12길 62,127.082927804997,37.5062046100597
요거트맨,,카페,기타 비알코올 음료점업,잠실3동,잠실동,서울특별시 송파구 잠실동 35-2,서울특별시 송파구 석촌호수로 61,127.086198430525,37.5106901919158
